,location,timestamp,title,username,cantons,starttime,endtime,duplicate,place,category,severity
3364,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Seon,HAGEL,2
3365,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Jonen,BLITZE,7
3366,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schneisingen,HAGEL,2
3367,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Jonen,REGEN,4
3368,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lengnau AG,BLITZE,3
3369,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Ehrendingen,REGEN,4
3370,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lengnau AG,BLITZE,7
3371,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lengnau AG,REGEN,4
3372,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Würenlos,BLITZE,5
3373,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spreitenbach,BLITZE,3
3374,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spreitenbach,BLITZE,1
3375,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Herznach,HAGEL,1
3376,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Klingnau,BLITZE,5
3377,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Würenlos,BLITZE,7
3378,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Oberlunkhofen,REGEN,6
3379,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bad Zurzach,BLITZE,5
3380,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kölliken,HAGEL,2
3381,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Rheinfelden,REGEN,2
3382,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Ehrendingen,REGEN,2
3383,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wohlen AG,BLITZE,3
3384,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Brunegg,BLITZE,1
3385,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Brunegg,REGEN,2
3386,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Döttingen,REGEN,2
3387,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Döttingen,BLITZE,3
3388,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Killwangen,REGEN,2
3389,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Hirschthal,REGEN,2
3390,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Hirschthal,TORNADO,2
3391,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Strengelbach,HAGEL,1
3392,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Strengelbach,HAGEL,3
3393,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wallbach,BEWOELKUNG,7
3394,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zufikon,BEWOELKUNG,7
3395,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Koblenz,BEWOELKUNG,5
3396,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Beinwil am See,BEWOELKUNG,5
3397,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Hunzenschwil,BEWOELKUNG,5
3398,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Waltenschwil,BEWOELKUNG,5
3399,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Laufenburg,REGEN,4
3400,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Tegerfelden,REGEN,4
3401,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Gränichen,BEWOELKUNG,5
3402,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Beinwil am See,REGEN,2
3403,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lenzburg,REGEN,2
3404,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Gebenstorf,REGEN,1
3405,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Baden,REGEN,1
3406,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Leutwil,HAGEL,1
3407,5312 Döttingen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Kaiko (Döttingen),Aargau,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Suhr,HAGEL,5
3408,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Thônex,HAGEL,1
3409,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Hermance,BEWOELKUNG,5
3410,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Bellevue,BEWOELKUNG,1
3411,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Thônex,REGEN,2
3412,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Vandoeuvres,BEWOELKUNG,3
3413,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Chancy,WIND,6
3414,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Choulex,BEWOELKUNG,3
3415,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Veyrier,WIND,1
3416,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,REGEN,1
3417,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Chancy,REGEN,1
3418,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,BLITZE,1
3419,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,REGEN,1
3420,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,BLITZE,1
3421,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,TORNADO,1
3422,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,BLITZE,1
3423,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,REGEN,1
3424,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,BLITZE,5
3425,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Satigny,BLITZE,5
3426,D-78464 Konstanz,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,nordspot,Geneva,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,1.0,Vandoeuvres,REGEN,1
3427,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Roggwil BE,HAGEL,2
3428,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Thun,BEWOELKUNG,5
3429,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Thun,REGEN,1
3430,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Unterseen,HAGEL,2
3431,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,BEWOELKUNG,5
3432,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,BEWOELKUNG,3
3433,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,TORNADO,4
3434,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zweisimmen,BEWOELKUNG,5
3435,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,BEWOELKUNG,5
3436,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Moosseedorf,BEWOELKUNG,3
3437,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,HAGEL,2
3438,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,HAGEL,2
3439,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Ostermundigen,BEWOELKUNG,3
3440,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Tavannes,BLITZE,1
3441,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,BEWOELKUNG,5
3442,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Tavannes,REGEN,2
3443,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Orvin,BLITZE,1
3444,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Port,BEWOELKUNG,5
3445,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,HAGEL,2
3446,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,BLITZE,5
3447,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,WIND,6
3448,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,REGEN,2
3449,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,GLAETTE,5
3450,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,SCHNEEFALL,5
3451,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,BLITZE,5
3452,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,WIND,6
3453,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Büren an der Aare,BEWOELKUNG,5
3454,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,BEWOELKUNG,5
3455,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Sigriswil,BEWOELKUNG,1
3456,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Corgémont,BLITZE,3
3457,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Corgémont,REGEN,4
3458,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,REGEN,2
3459,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kandersteg,WIND,6
3460,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,REGEN,4
3461,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,BLITZE,3
3462,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,BEWOELKUNG,1
3463,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Niedermuhlern,BEWOELKUNG,3
3464,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Tavannes,REGEN,4
3465,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,La Ferrière,HAGEL,2
3466,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,La Ferrière,REGEN,4
3467,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,BEWOELKUNG,3
3468,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kappelen,BLITZE,5
3469,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kappelen,REGEN,4
3470,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kappelen,WIND,6
3471,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,BEWOELKUNG,7
3472,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,WIND,1
3473,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münchenbuchsee,BEWOELKUNG,5
3474,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Madiswil,WIND,1
3475,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Madiswil,BEWOELKUNG,5
3476,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,BEWOELKUNG,3
3477,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Thun,WIND,1
3478,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Courtelary,BEWOELKUNG,5
3479,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Erlach,HAGEL,7
3480,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Innertkirchen,BEWOELKUNG,3
3481,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,BEWOELKUNG,5
3482,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Madiswil,BEWOELKUNG,3
3483,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lenk im Simmental,WIND,6
3484,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,TORNADO,7
3485,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,HAGEL,2
3486,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münsingen,HAGEL,2
3487,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Uetendorf,HAGEL,3
3488,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schüpfen,BEWOELKUNG,3
3489,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kehrsatz,BEWOELKUNG,3
3490,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Rapperswil BE,HAGEL,2
3491,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Vinelz,HAGEL,1
3492,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Walperswil,BEWOELKUNG,3
3493,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bern,BEWOELKUNG,3
3494,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bargen BE,REGEN,2
3495,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schwarzenburg,HAGEL,2
3496,7408,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,B3rgl3r,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lyss,REGEN,1
